,newid,Id,ActivityDate,TotalSteps,activityinSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,TotalActiveMinutes,SedentaryMinutes,Calories,TotalMinutesAsleep,TotalTimeInBed,SleepQuality,SleepStart,SleepEnd,HoursSlept
0,1503960366_2016-04-12,1503960366,2016-04-12,13162,Highly active,8.5,1.87999999523163,0.550000011920929,6.05999994277954,25,13,328,366,728,1985,327,346,94.50867052023122,02:47:30,08:32:30,5.45
1,1503960366_2016-04-13,1503960366,2016-04-13,10735,Active,6.96999979019165,1.57000005245209,0.689999997615814,4.71000003814697,21,19,217,257,776,1797,384,407,94.34889434889435,03:08:30,21:43:00,6.4
2,1503960366_2016-04-15,1503960366,2016-04-15,9762,Somewhat active,6.28000020980835,2.14000010490417,1.25999999046326,2.82999992370605,29,34,209,272,726,1745,412,442,93.21266968325791,02:59:00,10:20:00,6.87
3,1503960366_2016-04-16,1503960366,2016-04-16,12669,Highly active,8.15999984741211,2.71000003814697,0.409999996423721,5.03999996185303,36,10,221,267,773,1863,340,367,92.64305177111717,02:11:00,23:59:00,5.67
4,1503960366_2016-04-17,1503960366,2016-04-17,9705,Somewhat active,6.48000001907349,3.19000005722046,0.779999971389771,2.50999999046326,38,20,164,222,539,1728,700,712,98.31460674157303,00:00:00,11:18:00,11.67
5,1503960366_2016-04-19,1503960366,2016-04-19,15506,Highly active,9.88000011444092,3.52999997138977,1.32000005245209,5.03000020980835,50,31,264,345,775,2035,304,320,95.0,02:06:30,07:25:30,5.07
6,1503960366_2016-04-20,1503960366,2016-04-20,10544,Active,6.67999982833862,1.96000003814697,0.479999989271164,4.23999977111816,28,12,205,245,818,1786,360,377,95.49071618037135,02:01:00,08:17:00,6.0
7,1503960366_2016-04-21,1503960366,2016-04-21,9819,Somewhat active,6.34000015258789,1.3400000333786,0.349999994039536,4.65000009536743,19,8,211,238,838,1775,325,364,89.28571428571429,02:32:30,08:35:30,5.42
8,1503960366_2016-04-23,1503960366,2016-04-23,14371,Highly active,9.03999996185303,2.80999994277954,0.870000004768372,5.3600001335144,41,21,262,324,732,1949,361,384,94.01041666666666,02:23:00,08:46:00,6.02
9,1503960366_2016-04-24,1503960366,2016-04-24,10039,Active,6.40999984741211,2.92000007629395,0.209999993443489,3.27999997138977,39,5,238,282,709,1788,430,449,95.7683741648107,01:57:30,09:25:30,7.17
10,1503960366_2016-04-25,1503960366,2016-04-25,15355,Highly active,9.80000019073486,5.28999996185303,0.569999992847443,3.94000005722046,73,14,216,303,814,2013,277,323,85.75851393188854,02:56:00,08:18:00,4.62
11,1503960366_2016-04-26,1503960366,2016-04-26,13755,Highly active,8.78999996185303,2.32999992370605,0.920000016689301,5.53999996185303,31,23,279,333,833,1970,245,274,89.41605839416059,03:59:30,08:32:30,4.08
12,1503960366_2016-04-28,1503960366,2016-04-28,13154,Highly active,8.52999973297119,3.53999996185303,1.1599999666214,3.78999996185303,48,28,189,265,782,1898,366,393,93.12977099236642,02:02:00,08:34:00,6.1
13,1503960366_2016-04-29,1503960366,2016-04-29,11181,Active,7.15000009536743,1.05999994277954,0.5,5.57999992370605,16,12,243,271,815,1837,341,354,96.32768361581921,02:21:30,08:14:30,5.68
14,1503960366_2016-04-30,1503960366,2016-04-30,14673,Highly active,9.25,3.55999994277954,1.41999995708466,4.26999998092651,52,34,217,303,712,1947,404,425,95.05882352941177,01:50:00,08:54:00,6.73
15,1503960366_2016-05-01,1503960366,2016-05-01,10602,Active,6.80999994277954,2.28999996185303,1.60000002384186,2.92000007629395,33,35,246,314,730,1820,369,396,93.18181818181817,02:02:30,08:37:30,6.15
16,1503960366_2016-05-02,1503960366,2016-05-02,14727,Highly active,9.71000003814697,3.21000003814697,0.569999992847443,5.92000007629395,41,15,277,333,798,2004,277,309,89.64401294498381,03:15:30,08:23:30,4.62
17,1503960366_2016-05-03,1503960366,2016-05-03,15103,Highly active,9.65999984741211,3.73000001907349,1.04999995231628,4.88000011444092,50,24,254,328,816,1990,273,296,92.22972972972973,03:39:00,08:34:00,4.55
18,1503960366_2016-05-05,1503960366,2016-05-05,14070,Highly active,8.89999961853027,2.92000007629395,1.08000004291534,4.88000011444092,45,24,250,319,857,1959,247,264,93.56060606060606,04:16:30,08:39:30,4.12
19,1503960366_2016-05-06,1503960366,2016-05-06,12159,Active,8.02999973297119,1.97000002861023,0.25,5.80999994277954,24,6,289,319,754,1896,334,367,91.00817438692098,02:25:30,08:31:30,5.57
20,1503960366_2016-05-07,1503960366,2016-05-07,11992,Active,7.71000003814697,2.46000003814697,2.11999988555908,3.13000011444092,37,46,175,258,833,1821,331,349,94.84240687679083,02:41:00,08:29:00,5.52
21,1503960366_2016-05-08,1503960366,2016-05-08,10060,Active,6.57999992370605,3.52999997138977,0.319999992847443,2.73000001907349,44,8,203,255,574,1740,594,611,97.21767594108019,01:32:30,11:42:30,9.9
22,1503960366_2016-05-09,1503960366,2016-05-09,12022,Active,7.71999979019165,3.45000004768372,0.529999971389771,3.74000000953674,46,11,206,263,835,1819,338,342,98.83040935672514,00:35:30,06:16:30,5.63
23,1503960366_2016-05-10,1503960366,2016-05-10,12207,Active,7.76999998092651,3.34999990463257,1.1599999666214,3.25999999046326,46,31,214,291,746,1859,383,403,95.03722084367246,01:36:30,08:18:30,6.38
24,1503960366_2016-05-11,1503960366,2016-05-11,12770,Highly active,8.13000011444092,2.55999994277954,1.00999999046326,4.55000019073486,36,23,251,310,669,1783,285,306,93.13725490196079,03:08:30,08:13:30,4.75
25,1644430081_2016-04-29,1644430081,2016-04-29,3176,Sedentary,2.30999994277954,0.0,0.0,2.30999994277954,0,0,120,120,1193,2498,119,127,93.7007874015748,18:33:30,20:39:30,1.98
26,1644430081_2016-04-30,1644430081,2016-04-30,18213,Highly active,13.2399997711182,0.629999995231628,3.14000010490417,9.46000003814697,9,71,402,482,816,3846,124,142,87.32394366197182,14:54:30,17:15:30,2.07
27,1644430081_2016-05-02,1644430081,2016-05-02,3758,Sedentary,2.73000001907349,0.0700000002980232,0.310000002384186,2.34999990463257,1,7,148,156,682,2580,796,961,82.83038501560874,00:00:00,10:01:00,13.27
28,1644430081_2016-05-08,1644430081,2016-05-08,6724,Low active,4.8899998664856,0.0,0.0,4.88000011444092,0,0,295,295,991,2987,137,154,88.96103896103897,18:12:30,20:45:30,2.28
29,1844505072_2016-04-15,1844505072,2016-04-15,3844,Sedentary,2.53999996185303,0.0,0.0,2.53999996185303,0,0,176,176,527,1725,644,961,67.01352757544224,00:00:00,12:16:00,10.73
30,1844505072_2016-04-30,1844505072,2016-04-30,4014,Sedentary,2.67000007629395,0.0,0.0,2.65000009536743,0,0,184,184,218,1763,722,961,75.13007284079085,00:00:00,23:59:00,12.03
31,1844505072_2016-05-01,1844505072,2016-05-01,2573,Sedentary,1.70000004768372,0.0,0.259999990463257,1.45000004768372,0,7,75,82,585,1541,590,961,61.39438085327783,00:00:00,12:52:00,9.83
32,1927972279_2016-04-12,1927972279,2016-04-12,678,Sedentary,0.469999998807907,0.0,0.0,0.469999998807907,0,0,55,55,734,2220,750,775,96.7741935483871,00:00:00,14:12:00,12.5
33,1927972279_2016-04-13,1927972279,2016-04-13,356,Sedentary,0.25,0.0,0.0,0.25,0,0,32,32,986,2151,398,422,94.3127962085308,02:23:00,09:24:00,6.63
34,1927972279_2016-04-15,1927972279,2016-04-15,980,Sedentary,0.680000007152557,0.0,0.0,0.680000007152557,0,0,51,51,941,2221,475,499,95.19038076152304,00:00:00,09:01:00,7.92
35,1927972279_2016-04-26,1927972279,2016-04-26,3761,Sedentary,2.59999990463257,0.0,0.0,2.59999990463257,0,0,192,192,1058,2638,296,315,93.96825396825396,00:00:00,03:09:00,4.93
36,1927972279_2016-04-28,1927972279,2016-04-28,1675,Sedentary,1.1599999666214,0.0,0.0,1.1599999666214,0,0,95,95,1167,2351,166,178,93.25842696629213,11:42:00,14:39:00,2.77
37,2026352035_2016-04-12,2026352035,2016-04-12,4414,Sedentary,2.74000000953674,0.189999997615814,0.349999994039536,2.20000004768372,3,8,181,192,706,1459,503,546,92.12454212454212,00:00:00,23:59:00,8.38
38,2026352035_2016-04-13,2026352035,2016-04-13,4993,Sedentary,3.09999990463257,0.0,0.0,3.09999990463257,0,0,238,238,663,1521,531,565,93.98230088495575,00:00:00,23:59:00,8.85
39,2026352035_2016-04-14,2026352035,2016-04-14,3335,Sedentary,2.0699999332428,0.0,0.0,2.04999995231628,0,0,197,197,653,1431,545,568,95.95070422535211,00:00:00,23:59:00,9.08
40,2026352035_2016-04-15,2026352035,2016-04-15,3821,Sedentary,2.36999988555908,0.0,0.0,2.36999988555908,0,0,188,188,687,1444,523,573,91.2739965095986,00:00:00,23:59:00,8.72
41,2026352035_2016-04-16,2026352035,2016-04-16,2547,Sedentary,1.58000004291534,0.0,0.0,1.58000004291534,0,0,150,150,728,1373,524,567,92.41622574955908,00:00:00,23:59:00,8.73
42,2026352035_2016-04-17,2026352035,2016-04-17,838,Sedentary,0.519999980926514,0.0,0.0,0.519999980926514,0,0,60,60,1053,1214,437,498,87.75100401606426,00:00:00,05:26:00,7.28
43,2026352035_2016-04-19,2026352035,2016-04-19,2424,Sedentary,1.5,0.0,0.0,1.5,0,0,141,141,785,1356,498,540,92.22222222222223,00:00:00,23:59:00,8.3
44,2026352035_2016-04-20,2026352035,2016-04-20,7222,Low active,4.48000001907349,0.0,0.0,4.48000001907349,0,0,327,327,623,1667,461,510,90.3921568627451,00:00:00,23:59:30,7.68
45,2026352035_2016-04-21,2026352035,2016-04-21,2467,Sedentary,1.52999997138977,0.0,0.0,1.52999997138977,0,0,153,153,749,1370,477,514,92.80155642023347,00:00:30,23:59:00,7.95
46,2026352035_2016-04-22,2026352035,2016-04-22,2915,Sedentary,1.80999994277954,0.0,0.0,1.80999994277954,0,0,162,162,712,1399,520,545,95.41284403669725,00:00:00,23:59:00,8.67
47,2026352035_2016-04-23,2026352035,2016-04-23,12357,Active,7.71000003814697,0.0,0.0,7.71000003814697,0,0,432,432,458,1916,522,554,94.22382671480143,00:00:00,23:59:00,8.7
48,2026352035_2016-04-24,2026352035,2016-04-24,3490,Sedentary,2.16000008583069,0.0,0.0,2.16000008583069,0,0,164,164,704,1401,555,591,93.90862944162437,00:00:00,23:59:00,9.25
49,2026352035_2016-04-25,2026352035,2016-04-25,6017,Low active,3.73000001907349,0.0,0.0,3.73000001907349,0,0,260,260,821,1576,506,531,95.29190207156309,00:00:00,05:58:00,8.43
50,2026352035_2016-04-27,2026352035,2016-04-27,6088,Low active,3.76999998092651,0.0,0.0,3.76999998092651,0,0,286,286,586,1593,508,545,93.21100917431193,00:00:00,23:59:00,8.47
51,2026352035_2016-04-28,2026352035,2016-04-28,6375,Low active,3.95000004768372,0.0,0.0,3.95000004768372,0,0,331,331,626,1649,513,545,94.12844036697248,00:00:00,23:59:00,8.55
52,2026352035_2016-04-29,2026352035,2016-04-29,7604,Somewhat active,4.71000003814697,0.0,0.0,4.71000003814697,0,0,352,352,492,1692,490,510,96.07843137254902,00:00:00,23:59:00,8.17
53,2026352035_2016-04-30,2026352035,2016-04-30,4729,Sedentary,2.9300000667572,0.0,0.0,2.9300000667572,0,0,233,233,594,1506,573,607,94.3986820428336,00:00:00,23:59:00,9.55
54,2026352035_2016-05-01,2026352035,2016-05-01,3609,Sedentary,2.27999997138977,0.0,0.0,2.27999997138977,0,0,191,191,716,1447,527,546,96.52014652014653,00:00:00,23:59:00,8.78
55,2026352035_2016-05-02,2026352035,2016-05-02,7018,Low active,4.34999990463257,0.0,0.0,4.34999990463257,0,0,355,355,716,1690,511,543,94.10681399631676,00:00:00,06:08:00,8.52
56,2026352035_2016-05-04,2026352035,2016-05-04,6564,Low active,4.07000017166138,0.0,0.0,4.07000017166138,0,0,345,345,530,1658,538,560,96.07142857142857,00:00:30,23:59:30,8.97
57,2026352035_2016-05-05,2026352035,2016-05-05,12167,Active,7.53999996185303,0.0,0.0,7.53999996185303,0,0,475,475,479,1926,468,485,96.49484536082474,00:00:30,23:59:30,7.8
58,2026352035_2016-05-06,2026352035,2016-05-06,8198,Somewhat active,5.07999992370605,0.0,0.0,5.07999992370605,0,0,383,383,511,1736,524,548,95.62043795620438,00:00:30,23:59:30,8.73
59,2026352035_2016-05-07,2026352035,2016-05-07,4193,Sedentary,2.59999990463257,0.0,0.0,2.59999990463257,0,0,229,229,665,1491,511,521,98.0806142034549,00:00:30,23:59:00,8.52
60,2026352035_2016-05-08,2026352035,2016-05-08,5528,Low active,3.45000004768372,0.0,0.0,3.45000004768372,0,0,258,258,610,1555,541,568,95.24647887323944,00:00:00,23:59:00,9.02
61,2026352035_2016-05-09,2026352035,2016-05-09,10685,Active,6.61999988555908,0.0,0.0,6.59999990463257,0,0,401,401,543,1869,531,556,95.50359712230215,00:00:00,23:59:00,8.85
62,2026352035_2016-05-10,2026352035,2016-05-10,254,Sedentary,0.159999996423721,0.0,0.0,0.159999996423721,0,0,17,17,1002,1141,357,380,93.94736842105263,00:00:00,23:59:30,5.95
63,2026352035_2016-05-11,2026352035,2016-05-11,8580,Somewhat active,5.32000017166138,0.0,0.0,5.32000017166138,0,0,330,330,569,1698,523,553,94.57504520795659,00:00:30,23:59:00,8.72
64,2026352035_2016-05-12,2026352035,2016-05-12,8891,Somewhat active,5.51000022888184,0.0,0.0,5.51000022888184,0,0,343,343,330,1364,456,485,94.02061855670102,00:00:00,05:29:00,7.6
65,2320127002_2016-04-23,2320127002,2016-04-23,5079,Low active,3.42000007629395,0.0,0.0,3.42000007629395,0,0,242,242,1129,1804,61,69,88.40579710144928,20:10:30,21:18:30,1.02
66,2347167796_2016-04-13,2347167796,2016-04-13,10352,Active,7.01000022888184,1.6599999666214,1.94000005722046,3.41000008583069,19,32,195,246,676,2038,467,531,87.94726930320151,00:00:00,23:59:00,7.78
67,2347167796_2016-04-14,2347167796,2016-04-14,10129,Active,6.69999980926514,0.0199999995529652,2.74000000953674,3.94000005722046,1,48,206,255,705,2010,445,489,91.00204498977506,00:00:00,23:59:00,7.42
68,2347167796_2016-04-15,2347167796,2016-04-15,10465,Active,6.92000007629395,0.0700000002980232,1.41999995708466,5.42999982833862,1,24,284,309,720,2133,452,504,89.68253968253968,00:00:00,06:50:00,7.53
69,2347167796_2016-04-17,2347167796,2016-04-17,5472,Low active,3.61999988555908,0.0799999982118607,0.280000001192093,3.25999999046326,1,7,249,257,508,1882,556,602,92.35880398671097,00:00:00,23:59:00,9.27
70,2347167796_2016-04-18,2347167796,2016-04-18,8247,Somewhat active,5.44999980926514,0.790000021457672,0.860000014305115,3.78999996185303,11,16,206,233,678,1944,500,557,89.76660682226212,00:00:00,23:59:30,8.33
71,2347167796_2016-04-19,2347167796,2016-04-19,6711,Low active,4.44000005722046,0.0,0.0,4.44000005722046,0,7,382,389,648,2346,465,514,90.46692607003891,00:00:30,06:42:30,7.75
72,2347167796_2016-04-21,2347167796,2016-04-21,10080,Active,6.75,1.85000002384186,1.52999997138977,3.38000011444092,23,26,208,257,761,2048,460,484,95.0413223140496,00:00:00,23:59:30,7.67
73,2347167796_2016-04-22,2347167796,2016-04-22,7804,Somewhat active,5.15999984741211,0.560000002384186,1.67999994754791,2.92000007629395,9,27,206,242,781,1946,405,461,87.85249457700651,00:00:30,06:56:30,6.75
74,2347167796_2016-04-23,2347167796,2016-04-23,16901,Highly active,11.3699998855591,2.77999997138977,1.45000004768372,7.15000009536743,32,35,360,427,591,2629,374,386,96.89119170984456,00:20:30,23:59:30,6.23
75,2347167796_2016-04-24,2347167796,2016-04-24,9471,Somewhat active,6.26000022888184,0.0,0.0,6.26000022888184,0,0,360,360,584,2187,442,459,96.29629629629629,00:00:30,23:59:00,7.37
76,2347167796_2016-04-25,2347167796,2016-04-25,9482,Somewhat active,6.38000011444092,1.26999998092651,0.519999980926514,4.59999990463257,15,11,277,303,653,2095,433,471,91.93205944798302,00:00:00,23:59:30,7.22
77,2347167796_2016-04-26,2347167796,2016-04-26,5980,Low active,3.95000004768372,0.0,0.0,3.95000004768372,0,0,227,227,732,1861,436,490,88.9795918367347,00:00:30,23:59:30,7.27
78,2347167796_2016-04-27,2347167796,2016-04-27,11423,Active,7.57999992370605,1.86000001430511,0.400000005960464,5.32000017166138,26,9,295,330,623,2194,448,499,89.77955911823648,00:00:30,23:59:00,7.47
79,2347167796_2016-04-28,2347167796,2016-04-28,5439,Low active,3.59999990463257,0.0,0.0,3.59999990463257,0,0,229,229,764,1854,408,450,90.66666666666666,00:00:00,23:59:00,6.8
80,2347167796_2016-04-29,2347167796,2016-04-29,42,Sedentary,0.0299999993294477,0.0,0.0,0.0299999993294477,0,0,4,4,2,403,411,473,86.89217758985201,00:00:00,06:51:00,6.85
81,3977333714_2016-04-12,3977333714,2016-04-12,8856,Somewhat active,5.98000001907349,3.05999994277954,0.910000026226044,2.00999999046326,44,19,131,194,777,1450,274,469,58.42217484008528,00:35:00,08:23:00,4.57
82,3977333714_2016-04-13,3977333714,2016-04-13,10035,Active,6.71000003814697,2.02999997138977,2.13000011444092,2.54999995231628,31,46,153,230,754,1495,295,456,64.69298245614034,00:45:00,21:21:30,4.92
83,3977333714_2016-04-14,3977333714,2016-04-14,7641,Somewhat active,5.1100001335144,0.319999992847443,0.970000028610229,3.8199999332428,5,23,214,242,801,1433,291,397,73.29974811083123,01:35:00,08:11:00,4.85
84,3977333714_2016-04-15,3977333714,2016-04-15,9010,Somewhat active,6.05999994277954,1.04999995231628,1.75,3.25999999046326,15,42,183,240,644,1468,424,556,76.2589928057554,02:05:00,11:20:00,7.07
85,3977333714_2016-04-16,3977333714,2016-04-16,13459,Highly active,9.0,2.02999997138977,4.0,2.97000002861023,31,83,153,267,663,1625,283,510,55.490196078431374,00:10:30,08:39:30,4.72
86,3977333714_2016-04-17,3977333714,2016-04-17,10415,Active,6.96999979019165,0.699999988079071,2.34999990463257,3.92000007629395,11,58,205,274,600,1529,381,566,67.31448763250883,00:21:00,09:46:00,6.35
87,3977333714_2016-04-18,3977333714,2016-04-18,11663,Active,7.80000019073486,0.25,3.73000001907349,3.8199999332428,4,95,214,313,605,1584,412,522,78.9272030651341,01:04:00,16:34:00,6.87
88,3977333714_2016-04-19,3977333714,2016-04-19,12414,Active,8.77999973297119,2.24000000953674,2.45000004768372,3.96000003814697,19,67,221,307,738,1638,219,395,55.44303797468354,01:58:30,08:32:30,3.65
89,3977333714_2016-04-20,3977333714,2016-04-20,11658,Active,7.82999992370605,0.200000002980232,4.34999990463257,3.27999997138977,2,98,164,264,845,1554,152,305,49.8360655737705,04:52:00,23:59:00,2.53
90,3977333714_2016-04-21,3977333714,2016-04-21,6093,Low active,4.07999992370605,0.0,0.0,4.05999994277954,0,0,242,242,712,1397,332,512,64.84375,00:00:00,08:05:00,5.53
91,3977333714_2016-04-22,3977333714,2016-04-22,8911,Somewhat active,5.96000003814697,2.32999992370605,0.579999983310699,3.05999994277954,33,12,188,233,731,1481,355,476,74.57983193277312,01:43:30,09:38:30,5.92
92,3977333714_2016-04-23,3977333714,2016-04-23,12058,Active,8.06999969482422,0.0,4.21999979019165,3.84999990463257,0,92,252,344,724,1638,235,372,63.17204301075269,01:24:00,07:35:00,3.92
93,3977333714_2016-04-24,3977333714,2016-04-24,14112,Highly active,10.0,3.26999998092651,4.55999994277954,2.17000007629395,30,95,129,254,660,1655,310,526,58.935361216730044,00:28:00,09:13:00,5.17
94,3977333714_2016-04-25,3977333714,2016-04-25,11177,Active,8.47999954223633,5.61999988555908,0.430000007152557,2.41000008583069,50,9,133,192,781,1570,262,467,56.102783725910065,01:15:00,09:01:00,4.37
95,3977333714_2016-04-26,3977333714,2016-04-26,11388,Active,7.61999988555908,0.449999988079071,4.21999979019165,2.95000004768372,7,95,170,272,797,1551,250,371,67.38544474393531,03:06:00,09:16:00,4.17
96,3977333714_2016-04-27,3977333714,2016-04-27,7193,Low active,5.03999996185303,0.0,0.419999986886978,4.61999988555908,0,10,176,186,714,1377,349,540,64.62962962962962,00:39:00,09:38:00,5.82
97,3977333714_2016-04-28,3977333714,2016-04-28,7114,Low active,4.88000011444092,1.37000000476837,0.28999999165535,3.22000002861023,15,8,190,213,804,1407,261,423,61.702127659574465,02:41:00,09:43:00,4.35
98,3977333714_2016-04-29,3977333714,2016-04-29,10645,Active,7.75,3.74000000953674,1.29999995231628,2.71000003814697,36,32,150,218,744,1545,333,478,69.6652719665272,00:27:00,08:24:00,5.55
99,3977333714_2016-04-30,3977333714,2016-04-30,13238,Highly active,9.19999980926514,3.69000005722046,2.09999990463257,3.41000008583069,43,52,194,289,687,1650,237,382,62.04188481675392,00:20:00,23:59:00,3.95
100,3977333714_2016-05-01,3977333714,2016-05-01,10414,Active,7.07000017166138,2.67000007629395,1.98000001907349,2.41000008583069,41,40,124,205,691,1501,383,626,61.18210862619809,00:00:00,09:03:00,6.38
101,3977333714_2016-05-02,3977333714,2016-05-02,16520,Highly active,11.0500001907349,1.53999996185303,6.48000001907349,3.01999998092651,24,143,176,343,713,1760,230,384,59.895833333333336,00:52:00,07:15:00,3.83
102,3977333714_2016-05-03,3977333714,2016-05-03,14335,Highly active,9.59000015258789,3.3199999332428,1.74000000953674,4.53000020980835,47,41,258,346,594,1710,292,500,58.4,00:52:30,09:11:30,4.87
103,3977333714_2016-05-04,3977333714,2016-05-04,13559,Highly active,9.4399995803833,1.80999994277954,4.57999992370605,2.89000010490417,14,96,142,252,852,1628,213,336,63.39285714285714,02:36:30,08:11:30,3.55
104,3977333714_2016-05-05,3977333714,2016-05-05,12312,Active,8.57999992370605,1.75999999046326,4.1100001335144,2.71000003814697,14,88,178,280,680,1618,318,480,66.25,00:51:00,08:50:00,5.3
105,3977333714_2016-05-06,3977333714,2016-05-06,11677,Active,8.27999973297119,3.10999989509583,2.50999999046326,2.67000007629395,29,55,168,252,676,1590,323,512,63.0859375,00:39:30,09:10:30,5.38
106,3977333714_2016-05-07,3977333714,2016-05-07,11550,Active,7.73000001907349,0.0,4.13000011444092,3.58999991416931,0,86,208,294,703,1574,237,443,53.49887133182845,01:07:00,08:29:00,3.95
107,3977333714_2016-05-08,3977333714,2016-05-08,13585,Highly active,9.09000015258789,0.680000007152557,5.23999977111816,3.17000007629395,9,116,171,296,688,1633,259,456,56.79824561403509,02:10:00,15:03:30,4.32
108,3977333714_2016-05-10,3977333714,2016-05-10,13072,Highly active,8.77999973297119,0.0700000002980232,5.40000009536743,3.30999994277954,1,115,196,312,676,1630,312,452,69.02654867256636,00:46:00,08:17:00,5.2
109,4020332650_2016-04-12,4020332650,2016-04-12,8539,Somewhat active,6.11999988555908,0.150000005960464,0.239999994635582,5.67999982833862,4,15,331,350,712,3654,501,541,92.60628465804066,00:00:00,06:17:00,8.35
110,4020332650_2016-04-16,4020332650,2016-04-16,1982,Sedentary,1.41999995708466,0.449999988079071,0.370000004768372,0.589999973773956,65,21,55,141,1222,3051,77,77,100.0,01:31:00,02:47:00,1.28
111,4020332650_2016-05-03,4020332650,2016-05-03,4496,Sedentary,3.22000002861023,0.0,0.0,3.15000009536743,0,0,174,174,950,2828,322,332,96.98795180722891,00:00:00,23:59:30,5.37
112,4020332650_2016-05-04,4020332650,2016-05-04,10252,Active,7.34999990463257,0.670000016689301,1.03999996185303,5.57999992370605,13,46,346,405,531,3879,478,536,89.17910447761194,00:00:30,08:23:30,7.97
113,4020332650_2016-05-05,4020332650,2016-05-05,11728,Active,8.43000030517578,2.61999988555908,1.67999994754791,4.03999996185303,38,42,196,276,916,3429,226,248,91.12903225806451,00:36:00,04:43:00,3.77
114,4020332650_2016-05-06,4020332650,2016-05-06,4369,Sedentary,3.13000011444092,0.0,0.0,3.09999990463257,0,0,177,177,855,2704,385,408,94.36274509803921,00:27:30,07:14:30,6.42
115,4020332650_2016-05-08,4020332650,2016-05-08,5862,Low active,4.19999980926514,0.0,0.0,4.15000009536743,0,0,263,263,775,3089,364,402,90.54726368159204,00:37:00,07:18:00,6.07
116,4020332650_2016-05-10,4020332650,2016-05-10,5546,Low active,3.98000001907349,0.0,0.0,3.86999988555908,0,0,206,206,774,2926,442,494,89.47368421052632,00:00:00,07:39:00,7.37
117,4319703577_2016-04-14,4319703577,2016-04-14,10210,Active,6.88000011444092,0.109999999403954,0.330000013113022,6.44000005722046,1,9,339,349,589,2302,535,557,96.05026929982047,00:00:00,23:59:30,8.92
118,4319703577_2016-04-15,4319703577,2016-04-15,5664,Low active,3.79999995231628,0.0,0.0,3.79999995231628,0,0,228,228,752,1985,465,491,94.70468431771894,00:00:30,07:38:30,7.75
119,4319703577_2016-04-16,4319703577,2016-04-16,4744,Sedentary,3.1800000667572,0.0,0.0,3.1800000667572,0,0,194,194,724,1884,506,522,96.93486590038314,00:10:30,08:51:30,8.43
120,4319703577_2016-04-18,4319703577,2016-04-18,2276,Sedentary,1.54999995231628,0.0700000002980232,0.330000013113022,1.12000000476837,1,9,58,68,824,1632,515,551,93.46642468239564,00:00:00,23:59:00,8.58
121,4319703577_2016-04-19,4319703577,2016-04-19,8925,Somewhat active,5.98999977111816,0.0,0.0,5.98999977111816,0,0,311,311,604,2200,461,498,92.570281124498,00:00:00,23:59:00,7.68
122,4319703577_2016-04-20,4319703577,2016-04-20,8954,Somewhat active,6.01000022888184,0.0,0.680000007152557,5.30999994277954,0,18,306,324,671,2220,523,543,96.31675874769797,00:00:00,07:24:00,8.72
123,4319703577_2016-04-21,4319703577,2016-04-21,3702,Sedentary,2.48000001907349,0.0,0.0,0.349999994039536,0,0,34,34,1265,1792,59,65,90.76923076923077,16:33:00,23:59:30,0.98
124,4319703577_2016-04-22,4319703577,2016-04-22,4500,Sedentary,3.01999998092651,0.0599999986588955,0.810000002384186,2.15000009536743,1,19,176,196,709,1886,533,550,96.9090909090909,00:00:30,23:59:00,8.88
125,4319703577_2016-04-23,4319703577,2016-04-23,4935,Sedentary,3.30999994277954,0.0,0.0,3.30999994277954,0,0,233,233,546,1945,692,722,95.84487534626038,00:00:00,11:00:00,11.53
126,4319703577_2016-04-24,4319703577,2016-04-24,4081,Sedentary,2.74000000953674,0.0599999986588955,0.200000002980232,2.47000002861023,1,5,191,197,692,1880,467,501,93.21357285429141,00:09:00,23:59:00,7.78
127,4319703577_2016-04-25,4319703577,2016-04-25,9259,Somewhat active,6.21000003814697,0.0,0.280000001192093,5.92999982833862,0,8,390,398,544,2314,488,506,96.44268774703558,00:00:00,23:59:00,8.13
128,4319703577_2016-04-26,4319703577,2016-04-26,9899,Somewhat active,6.6399998664856,0.569999992847443,0.920000016689301,5.15000009536743,8,21,288,317,649,2236,505,516,97.86821705426357,00:00:00,07:53:00,8.42
129,4319703577_2016-04-27,4319703577,2016-04-27,10780,Active,7.23000001907349,0.409999996423721,1.91999995708466,4.90999984741211,6,47,300,353,680,2324,286,307,93.15960912052117,02:29:00,23:59:30,4.77
130,4319703577_2016-04-28,4319703577,2016-04-28,10817,Active,7.28000020980835,1.00999999046326,0.330000013113022,5.94000005722046,13,8,359,380,552,2367,497,522,95.21072796934867,00:00:30,23:59:30,8.28
131,4319703577_2016-04-29,4319703577,2016-04-29,7990,Somewhat active,5.3600001335144,0.449999988079071,0.790000021457672,4.11999988555908,6,18,289,313,624,2175,523,546,95.7875457875458,00:00:30,23:59:00,8.72
132,4319703577_2016-04-30,4319703577,2016-04-30,8221,Somewhat active,5.51999998092651,0.400000005960464,1.61000001430511,3.50999999046326,6,38,196,240,695,2092,490,516,94.96124031007753,00:00:00,23:59:00,8.17
133,4319703577_2016-05-01,4319703577,2016-05-01,1251,Sedentary,0.839999973773956,0.0,0.0,0.839999973773956,0,0,67,67,836,1593,484,500,96.8,00:00:00,23:59:30,8.07
